03:08:43,0.99122
03:08:44,1.05256
03:08:46,1.12642
03:08:47,1.09771
03:08:48,1.06087
03:08:49,1.00343
03:08:50,0.97074
03:08:51,0.99116
03:08:52,0.93799
03:08:52,0.89291
03:08:53,0.88061
03:08:54,0.88894
03:08:55,0.88864
03:08:56,0.89298
03:08:57,0.87648
03:08:58,0.86423
03:08:59,0.83963
03:08:59,0.86008
03:09:00,0.84790
03:09:01,0.85607
03:09:02,0.88887
03:09:03,0.88059
03:09:04,0.95023
03:09:05,0.99536
03:09:06,0.93792
03:09:07,0.95436
03:09:08,0.98707
03:09:09,0.97478
03:09:10,0.92991
03:09:11,0.99933
03:09:12,1.04862
03:09:13,1.01167
03:09:14,1.06895
03:09:15,0.96675
03:09:16,0.97881
03:09:17,0.99951
03:09:18,1.00334
03:09:19,0.95030
03:09:20,0.98296
03:09:21,0.98715
03:09:22,0.94212
03:09:23,0.99525
03:09:24,0.98710
03:09:25,0.98709
03:09:25,0.92157
03:09:26,0.91749
03:09:27,0.90514
03:09:28,0.90522
03:09:29,0.93796
03:09:30,0.93798
03:09:31,0.94622
03:09:32,0.94199
03:09:33,0.90515
03:09:34,0.92167
03:09:35,0.90922
03:09:36,1.01168
03:09:37,1.06901
03:09:38,1.06083
03:09:39,1.08135
03:09:40,1.10179
03:09:41,1.04440
03:09:42,1.10999
03:09:43,1.10589
03:09:44,1.04455
03:09:45,1.10992
03:09:47,1.10189
03:09:48,1.03625
03:09:49,1.09759
03:09:50,1.08534
03:09:51,1.03216
03:09:52,1.09373
03:09:53,1.06079
03:09:54,1.10592
03:09:55,1.04021
03:09:56,1.04861
03:09:57,1.13454
03:09:58,1.12241
03:10:00,1.08934
03:10:01,1.11831
03:10:02,1.06482
03:10:03,1.06499
03:10:04,1.15090
03:10:05,1.09773
03:10:06,1.08962
03:10:07,1.10581
03:10:08,1.05272
03:10:09,1.02789
03:10:10,1.10604
03:10:12,1.17548
03:10:13,1.13451
03:10:14,1.19601
03:10:15,1.14287
03:10:16,1.13043
03:10:17,1.08542
03:10:18,1.03621
03:10:19,0.99941
03:10:20,1.00761
03:10:21,0.96241
03:10:22,1.00362
03:10:23,1.04028
03:10:24,1.01571
03:10:25,1.06096
03:10:26,1.09754
03:10:27,1.03235
03:10:29,1.04021
03:10:30,1.04039
03:10:31,1.03220
03:10:32,1.03223
03:10:33,1.06075
03:10:34,1.01579
03:10:35,1.01981
03:10:36,1.07726
03:10:37,1.08952
03:10:38,1.03631
03:10:39,1.08130
03:10:40,1.02806
03:10:41,0.91748
03:10:42,0.92559
03:10:43,0.94616
03:10:44,0.97891
03:10:45,0.97890
03:10:46,1.11823
03:10:47,1.15110
03:10:48,1.11389
03:10:49,1.11404
03:10:50,1.10604
03:10:51,1.01573
03:10:52,1.07721
03:10:54,1.01159
03:10:55,1.03213
03:10:56,1.04480
03:10:57,1.06464
03:10:58,1.03213
03:10:59,0.98309
03:11:00,0.97887
03:11:01,0.90518
03:11:01,0.87654
03:11:02,0.92160
03:11:03,0.96664
03:11:04,0.92156
03:11:05,0.88873
03:11:06,0.90524
03:11:07,0.84368
03:11:08,0.84377
03:11:09,0.85601
03:11:09,0.88890
03:11:10,0.87657
03:11:11,0.95836
03:11:12,0.95843
03:11:13,0.91745
03:11:14,0.90104
03:11:15,0.97086
03:11:16,0.91751
03:11:17,0.90518
03:11:18,0.90103
03:11:19,0.92573
03:11:20,0.99524
03:11:21,1.08540
03:11:22,1.10174
03:11:23,1.04031
03:11:24,1.09778
03:11:25,1.04031
03:11:26,1.05271
03:11:27,1.07309
03:11:28,1.02410
03:11:29,1.07298
03:11:30,1.13049
03:11:32,1.11825
03:11:33,1.14266
03:11:34,1.17550
03:11:35,1.13052
03:11:36,1.14688
03:11:37,1.18775
03:11:38,1.11821
03:11:40,1.20416
03:11:41,1.15912
03:11:42,1.14276
03:11:43,1.17556
03:11:44,1.13870
03:11:45,1.18780
03:11:47,1.17135
03:11:48,1.11815
03:11:49,1.13866
03:11:50,1.08545
03:11:51,1.12227
03:11:52,1.10585
03:11:53,1.09365
03:11:54,1.15501
03:11:56,1.13871
03:11:57,1.09356
03:11:58,1.17141
03:11:59,1.14701
03:12:00,1.09759
03:12:01,1.10591
03:12:02,1.05258
03:12:03,1.05673
03:12:04,0.96665
03:12:05,0.96253
03:12:06,0.98709
03:12:07,0.97479
03:12:08,1.04034
03:12:09,1.08142
03:12:10,1.08122
03:12:11,1.03621
03:12:12,1.00765
03:12:13,1.01174
03:12:14,1.00748
03:12:15,0.99129
03:12:16,0.99112
03:12:18,1.08135
03:12:19,1.13865
03:12:20,1.12640
03:12:21,1.10591
03:12:22,0.98706
03:12:23,0.98304
03:12:24,0.99120
03:12:25,0.97069
03:12:26,1.05266
03:12:27,1.11410
03:12:28,1.07720
03:12:29,1.14280
03:12:30,1.17146
03:12:32,1.15904
03:12:33,1.10183
03:12:34,1.13863
03:12:35,1.11422
03:12:36,1.04023
03:12:37,1.09362
03:12:38,1.11813
03:12:39,1.06905
03:12:40,1.10586
03:12:41,1.10188
03:12:42,1.02802
03:12:43,1.01989
03:12:45,1.07726
03:12:46,1.11810
03:12:47,1.07732
03:12:48,1.10179
03:12:49,1.08125
03:12:50,1.07721
03:12:51,1.02818
03:12:52,0.95418
03:12:53,1.00762
03:12:54,1.09771
03:12:55,1.11407
03:12:56,1.03223
03:12:57,1.03210
03:12:58,0.95027
03:12:59,0.95843
03:13:00,0.93388
03:13:01,0.97895
03:13:02,1.05257
03:13:03,1.14277
03:13:04,1.06496
03:13:05,1.14680
03:13:07,1.15501
03:13:08,1.07319
03:13:09,1.15095
03:13:10,1.11817
03:13:11,1.05267
03:13:12,1.09357
03:13:13,1.06901
03:13:14,0.99122
03:13:15,1.05668
03:13:16,1.05671
03:13:17,0.99943
03:13:18,1.10200
03:13:20,1.17120
03:13:21,1.09377
03:13:22,1.08936
03:13:23,1.09356
03:13:24,1.02812
03:13:25,1.05672
03:13:26,1.09781
03:13:27,1.11000
03:13:28,1.09350
03:13:29,1.04031
03:13:30,1.02810
03:13:31,0.97897
03:13:32,0.92165
03:13:33,0.87232
03:13:34,0.85194
03:13:35,0.85192
03:13:36,0.83965
03:13:36,0.83145
03:13:37,0.81920
03:13:38,0.81512
03:13:39,0.79449
03:13:40,0.81509
03:13:41,0.90119
03:13:42,1.10587
