date,value
2024-05-27 15:30:29,73
2024-05-27 15:30:38,76
2024-05-27 15:30:43,77
2024-05-27 15:30:45,77
2024-05-27 15:30:49,79
2024-05-27 15:30:58,76
2024-05-27 15:31:03,75
2024-05-27 15:31:05,74
2024-05-27 15:31:13,73
2024-05-27 15:31:18,73
2024-05-27 15:31:19,73
2024-05-27 15:31:26,73
2024-05-27 15:31:29,73
2024-05-27 15:31:37,71
2024-05-27 15:31:41,72
2024-05-27 15:31:44,72
2024-05-27 15:31:49,73
2024-05-27 15:31:58,73
2024-05-27 15:31:59,73
2024-05-27 15:32:05,73
2024-05-27 15:32:13,75
2024-05-27 15:32:14,74
2024-05-27 15:32:20,75
2024-05-27 15:32:25,75
2024-05-27 15:32:29,75
2024-05-27 15:32:38,76
2024-05-27 15:32:39,77
2024-05-27 15:32:44,76
2024-05-27 15:32:53,77
2024-05-27 15:32:55,77
2024-05-27 15:33:00,77
2024-05-27 15:33:08,76
2024-05-27 15:33:10,76
2024-05-27 15:33:14,76
2024-05-27 15:33:19,74
2024-05-27 15:33:24,74
2024-05-27 15:33:32,75
2024-05-27 15:33:35,74
2024-05-27 15:33:43,73
2024-05-27 15:33:44,73
2024-05-27 15:33:52,74
2024-05-27 15:33:58,75
2024-05-27 15:34:00,77
2024-05-27 15:34:04,77
2024-05-27 15:34:12,73
2024-05-27 15:34:18,72
2024-05-27 15:34:22,73
2024-05-27 15:34:27,74
2024-05-27 15:34:33,72
2024-05-27 15:34:38,71
2024-05-27 15:34:40,71
2024-05-27 15:34:44,72
2024-05-27 15:34:49,72
2024-05-27 15:34:54,72
2024-05-27 15:35:02,75
2024-05-27 15:35:07,76
2024-05-27 15:35:11,75
2024-05-27 15:35:14,75
2024-05-27 15:35:23,74
2024-05-27 15:35:27,74
2024-05-27 15:35:31,74
2024-05-27 15:35:34,74
2024-05-27 15:35:39,73
2024-05-27 15:35:45,73
2024-05-27 15:35:52,73
2024-05-27 15:35:55,74
2024-05-27 15:36:01,74
2024-05-27 15:36:05,73
2024-05-27 15:36:12,73
2024-05-27 15:36:14,73
2024-05-27 15:36:20,73
2024-05-27 15:36:28,76
2024-05-27 15:36:33,75
2024-05-27 15:36:38,74
2024-05-27 15:36:40,74
2024-05-27 15:36:46,74
2024-05-27 15:36:49,74
2024-05-27 15:36:58,74
2024-05-27 15:37:03,74
2024-05-27 15:37:08,77
2024-05-27 15:37:13,75
2024-05-27 15:37:14,75
2024-05-27 15:37:19,74
2024-05-27 15:37:27,77
2024-05-27 15:37:33,79
2024-05-27 15:37:38,79
2024-05-27 15:37:39,79
2024-05-27 15:37:45,79
2024-05-27 15:37:49,79
2024-05-27 15:37:54,79
2024-05-27 15:38:03,76
2024-05-27 15:38:04,76
2024-05-27 15:38:12,71
2024-05-27 15:38:14,71
2024-05-27 15:38:23,75
2024-05-27 15:38:27,75
2024-05-27 15:38:29,75
2024-05-27 15:38:34,75
2024-05-27 15:38:39,76
2024-05-27 15:38:48,77
2024-05-27 15:38:51,76
2024-05-27 15:38:58,79
2024-05-27 15:39:03,81
2024-05-27 15:39:07,81
2024-05-27 15:39:09,82
2024-05-27 15:39:18,80
2024-05-27 15:39:19,80
2024-05-27 15:39:28,78
2024-05-27 15:39:29,78
2024-05-27 15:39:34,76
2024-05-27 15:39:41,78
2024-05-27 15:39:44,78
2024-05-27 15:39:49,79
2024-05-27 15:39:56,80
2024-05-27 15:40:03,78
2024-05-27 15:40:04,78
2024-05-27 15:40:13,78
2024-05-27 15:40:18,77
2024-05-27 15:40:19,77
2024-05-27 15:40:28,77
2024-05-27 15:40:30,77
2024-05-27 15:40:36,78
2024-05-27 15:40:39,79
2024-05-27 15:40:44,79
2024-05-27 15:40:49,79
2024-05-27 15:40:58,78
2024-05-27 15:41:03,78
2024-05-27 15:41:05,78
2024-05-27 15:41:09,78
2024-05-27 15:41:14,78
2024-05-27 15:41:20,78
2024-05-27 15:41:24,78
2024-05-27 15:41:31,77
2024-05-27 15:41:34,77
2024-05-27 15:41:43,77
2024-05-27 15:41:48,76
2024-05-27 15:41:53,76
2024-05-27 15:41:58,77
2024-05-27 15:42:00,77
2024-05-27 15:42:04,76
2024-05-27 15:42:09,76
2024-05-27 15:42:18,75
2024-05-27 15:42:22,74
2024-05-27 15:42:24,73
2024-05-27 15:42:32,72
2024-05-27 15:42:34,72
2024-05-27 15:42:43,74
2024-05-27 15:42:48,71
2024-05-27 15:42:49,71
2024-05-27 15:42:54,73
2024-05-27 15:43:03,72
2024-05-27 15:43:07,72
2024-05-27 15:43:13,75
2024-05-27 15:43:18,76
2024-05-27 15:43:19,77
2024-05-27 15:43:24,77
2024-05-27 15:43:29,77
2024-05-27 15:43:38,74
2024-05-27 15:43:43,74
2024-05-27 15:43:44,74
2024-05-27 15:43:52,73
2024-05-27 15:43:56,74
2024-05-27 15:44:01,73
2024-05-27 15:44:05,73
2024-05-27 15:44:09,73
2024-05-27 15:44:16,73
2024-05-27 15:44:23,75
2024-05-27 15:44:27,75
2024-05-27 15:44:33,75
2024-05-27 15:44:38,74
2024-05-27 15:44:43,74
2024-05-27 15:44:44,75
2024-05-27 15:44:49,75
2024-05-27 15:44:58,78
2024-05-27 15:44:59,77
2024-05-27 15:45:04,77
2024-05-27 15:45:10,78
2024-05-27 15:45:18,78
2024-05-27 15:45:19,78
2024-05-27 15:45:28,78
2024-05-27 15:45:29,78
2024-05-27 15:45:38,75
2024-05-27 15:45:39,75
2024-05-27 15:45:44,76
2024-05-27 15:45:53,81
2024-05-27 15:45:57,82
2024-05-27 15:45:59,81
2024-05-27 15:46:04,79
2024-05-27 15:46:09,76
2024-05-27 15:46:15,73
2024-05-27 15:46:23,67
2024-05-27 15:46:28,66
2024-05-27 15:46:32,66
2024-05-27 15:46:34,66
2024-05-27 15:46:39,65
2024-05-27 15:46:46,62
2024-05-27 15:46:53,60
2024-05-27 15:46:58,61
2024-05-27 15:46:59,62
2024-05-27 15:47:05,62
2024-05-27 15:47:13,64
2024-05-27 15:47:15,63
2024-05-27 15:47:23,63
2024-05-27 15:47:27,63
2024-05-27 15:47:33,61
2024-05-27 15:47:37,62
2024-05-27 15:47:41,62
2024-05-27 15:47:44,62
2024-05-27 15:47:51,65
2024-05-27 15:47:58,63
2024-05-27 15:48:03,62
2024-05-27 15:48:08,62
2024-05-27 15:48:09,63
2024-05-27 15:48:18,61
2024-05-27 15:48:20,62
2024-05-27 15:48:24,62
2024-05-27 15:48:29,62
2024-05-27 15:48:35,61
2024-05-27 15:48:39,61
2024-05-27 15:48:48,61
2024-05-27 15:48:51,61
2024-05-27 15:48:58,59
2024-05-27 15:48:59,60
2024-05-27 15:49:08,63
2024-05-27 15:49:13,61
2024-05-27 15:49:14,61
2024-05-27 15:49:20,60
2024-05-27 15:49:25,59
2024-05-27 15:49:31,58
2024-05-27 15:49:38,57
2024-05-27 15:49:42,58
2024-05-27 15:49:45,59
2024-05-27 15:49:53,60
2024-05-27 15:49:54,60
2024-05-27 15:50:03,58
2024-05-27 15:50:08,58
2024-05-27 15:50:10,58
2024-05-27 15:50:14,58
2024-05-27 15:50:23,59
2024-05-27 15:50:28,60
2024-05-27 15:50:30,60
2024-05-27 15:50:36,64
2024-05-27 15:50:42,67
2024-05-27 15:50:44,67
2024-05-27 15:50:50,65
2024-05-27 15:50:58,66
2024-05-27 15:51:03,65
2024-05-27 15:51:05,65
2024-05-27 15:51:11,65
2024-05-27 15:51:15,64
2024-05-27 15:51:23,61
2024-05-27 15:51:25,61
2024-05-27 15:51:29,62
2024-05-27 15:51:35,62
2024-05-27 15:51:42,60
2024-05-27 15:51:48,60
2024-05-27 15:51:51,59
2024-05-27 15:51:56,59
2024-05-27 15:52:02,61
2024-05-27 15:52:51,58
2024-05-27 15:57:02,60
2024-05-27 16:00:59,61
2024-05-27 16:08:22,75
2024-05-27 16:12:56,75
2024-05-27 16:14:11,73
2024-05-27 16:21:32,65
2024-05-27 16:32:06,87
2024-05-27 16:23:37,67
2024-05-27 16:38:57,86
2024-05-27 16:35:30,73
2024-05-27 16:43:01,67
2024-05-27 16:47:00,67
2024-05-27 16:49:59,67
2024-05-27 16:57:40,62
2024-05-27 17:01:43,67
2024-05-27 17:01:48,67
2024-05-27 17:01:53,66
2024-05-27 17:01:58,65
2024-05-27 17:02:00,65
2024-05-27 17:02:08,65
2024-05-27 17:02:11,65
2024-05-27 17:02:16,66
2024-05-27 17:02:22,68
2024-05-27 17:02:25,68
2024-05-27 17:02:33,66
2024-05-27 17:02:37,65
2024-05-27 17:02:42,66
2024-05-27 17:02:45,66
2024-05-27 17:02:53,67
2024-05-27 17:02:56,67
2024-05-27 17:02:59,68
2024-05-27 17:03:04,72
2024-05-27 17:03:13,81
2024-05-27 17:03:18,77
2024-05-27 17:03:22,75
2024-05-27 17:03:28,68
2024-05-27 17:03:32,65
2024-05-27 17:03:38,62
2024-05-27 17:03:42,62
2024-05-27 17:03:47,62
2024-05-27 17:03:51,61
2024-05-27 17:03:55,62
2024-05-27 17:04:00,61
2024-05-27 17:04:05,60
2024-05-27 16:58:53,63
2024-05-27 17:04:11,59
2024-05-27 17:04:15,58
2024-05-27 17:04:23,59
2024-05-27 17:04:27,59
2024-05-27 17:04:31,59
2024-05-27 17:04:34,59
2024-05-27 17:04:41,61
2024-05-27 17:04:46,61
2024-05-27 17:04:52,60
2024-05-27 17:04:58,61
2024-05-27 17:04:59,61
2024-05-27 17:05:08,61
2024-05-27 17:05:11,61
2024-05-27 17:05:14,61
2024-05-27 17:05:22,60
2024-05-27 17:05:25,60
2024-05-27 17:05:29,60
2024-05-27 17:05:34,61
2024-05-27 17:05:42,62
2024-05-27 17:05:45,62
2024-05-27 17:05:49,62
2024-05-27 17:05:57,63
2024-05-27 17:06:02,63
2024-05-27 17:06:04,63
2024-05-27 17:06:09,63
2024-05-27 17:06:17,65
2024-05-27 17:06:21,67
2024-05-27 17:06:24,66
2024-05-27 17:06:31,65
2024-05-27 17:06:35,64
2024-05-27 17:06:40,64
2024-05-27 17:06:44,63
2024-05-27 17:06:53,63
2024-05-27 17:06:55,64
2024-05-27 17:06:59,63
2024-05-27 17:07:04,65
2024-05-27 17:07:52,68
2024-05-27 17:08:55,67
2024-05-27 17:09:00,65
2024-05-27 17:09:05,64
2024-05-27 17:09:10,64
2024-05-27 17:09:15,66
2024-05-27 17:09:18,68
2024-05-27 17:09:21,69
2024-05-27 17:09:30,74
2024-05-27 17:09:35,75
2024-05-27 17:09:40,75
2024-05-27 17:10:43,69
2024-05-27 17:10:48,67
2024-05-27 17:10:53,67
2024-05-27 17:10:58,69
2024-05-27 17:11:03,69
2024-05-27 17:11:06,69
2024-05-27 17:11:13,69
2024-05-27 17:11:18,69
2024-05-27 17:12:13,66
2024-05-27 17:14:51,64
2024-05-27 17:23:33,66
2024-05-27 17:27:15,63
2024-05-27 17:30:59,64
2024-05-27 17:36:13,64
2024-05-27 17:40:49,67
2024-05-27 17:45:40,67
2024-05-27 17:50:31,64
2024-05-27 17:54:40,67
2024-05-27 17:59:18,64
2024-05-27 18:07:20,66
2024-05-27 18:11:56,67
2024-05-27 18:14:16,69
2024-05-27 18:19:57,68
2024-05-27 18:23:04,65.6111
2024-05-27 18:27:51,67
2024-05-27 18:32:32,66
2024-05-27 18:37:18,64
2024-05-27 18:46:40,107
2024-05-27 18:39:30,68
2024-05-27 18:52:58,122
2024-05-27 18:53:02,118
2024-05-27 18:53:08,104
2024-05-27 18:53:13,99
2024-05-27 18:53:14,99
2024-05-27 18:53:23,95
2024-05-27 18:50:39,94
2024-05-27 18:58:27,79
2024-05-27 18:59:30,73
2024-05-27 19:03:53,75
2024-05-27 19:10:17,73
2024-05-27 19:20:14,104
2024-05-27 19:14:13,71
2024-05-27 19:22:04,98
2024-05-27 19:22:08,97
2024-05-27 19:22:15,99
2024-05-27 21:16:54,105
2024-05-27 21:20:23,99
2024-05-27 21:26:22,99
2024-05-27 22:22:40,91
2024-05-28 07:35:39,66.8747
2024-05-28 07:35:08,68
2024-05-28 07:39:17,82
2024-05-28 07:39:22,79
2024-05-28 07:39:26,80
2024-05-28 07:39:31,81
2024-05-28 07:39:37,85
2024-05-28 07:39:40,85
2024-05-28 07:39:43,86
2024-05-28 07:39:52,94
2024-05-28 07:39:57,93
2024-05-28 07:39:58,92
2024-05-28 07:40:04,92
2024-05-28 07:40:11,93
2024-05-28 07:40:14,93
2024-05-28 07:40:18,96
2024-05-28 07:40:27,99
2024-05-28 07:40:31,99
2024-05-28 07:40:36,99
2024-05-28 07:40:40,99
2024-05-28 07:40:47,99
2024-05-28 07:40:51,98
2024-05-28 07:40:57,98
2024-05-28 07:40:58,97
2024-05-28 07:41:04,97
2024-05-28 07:41:11,97
2024-05-28 07:41:14,97
2024-05-28 07:41:18,96
2024-05-28 07:41:27,96
2024-05-28 07:41:31,97
2024-05-28 07:41:34,97
2024-05-28 07:41:39,95
2024-05-28 07:41:47,98
2024-05-28 07:41:48,97
2024-05-28 07:41:56,93
2024-05-28 07:41:58,93
2024-05-28 07:42:04,92
2024-05-28 07:42:08,93
2024-05-28 07:42:16,94
2024-05-28 07:42:18,93
2024-05-28 07:42:27,92
2024-05-28 07:42:32,92
2024-05-28 07:42:36,94
2024-05-28 07:42:38,94
2024-05-28 07:42:43,97
2024-05-28 07:42:51,98
2024-05-28 07:42:55,100
2024-05-28 07:43:02,105
2024-05-28 07:43:06,103
2024-05-28 07:43:08,103
2024-05-28 07:43:16,100
2024-05-28 07:43:22,100
2024-05-28 07:43:23,101
2024-05-28 07:43:31,101
2024-05-28 07:43:34,102
2024-05-28 07:43:41,104
2024-05-28 07:43:47,105
2024-05-28 07:43:51,105
2024-05-28 07:43:56,104
2024-05-28 07:44:02,104
2024-05-28 07:44:03,105
2024-05-28 07:44:08,105
2024-05-28 07:44:17,107
2024-05-28 07:44:22,107
2024-05-28 07:44:25,106
2024-05-28 07:44:28,105
2024-05-28 07:44:33,102
2024-05-28 07:44:40,101
2024-05-28 07:44:43,100
2024-05-28 07:44:52,92
2024-05-28 07:44:56,91
2024-05-28 07:45:02,96
2024-05-28 07:45:05,97
2024-05-28 07:45:08,96
2024-05-28 07:45:16,95
2024-05-28 07:45:21,95
2024-05-28 07:45:26,95
2024-05-28 07:45:30,96
2024-05-28 07:45:34,96
2024-05-28 07:45:42,101
2024-05-28 07:45:45,100
2024-05-28 07:45:49,99
2024-05-28 07:45:54,99
2024-05-28 07:46:02,99
2024-05-28 07:46:04,99
2024-05-28 07:46:12,99
2024-05-28 07:46:14,99
2024-05-28 07:46:19,97
2024-05-28 07:46:25,97
2024-05-28 07:46:32,96
2024-05-28 07:46:33,96
2024-05-28 07:46:42,97
2024-05-28 07:46:46,97
2024-05-28 07:46:49,97
2024-05-28 07:46:57,101
2024-05-28 07:47:02,100
2024-05-28 07:47:05,100
2024-05-28 07:47:10,103
2024-05-28 07:47:17,99
2024-05-28 07:47:21,99
2024-05-28 07:47:25,102
2024-05-28 07:47:28,103
2024-05-28 07:47:36,100
2024-05-28 07:47:42,100
2024-05-28 07:47:47,100
2024-05-28 07:47:49,100
2024-05-28 07:47:55,101
2024-05-28 07:48:02,101
2024-05-28 07:48:07,103
2024-05-28 07:48:10,103
2024-05-28 07:48:13,105
2024-05-28 07:48:20,105
2024-05-28 07:48:23,104
2024-05-28 07:48:29,103
2024-05-28 07:48:34,105
2024-05-28 07:48:39,107
2024-05-28 07:48:47,106
2024-05-28 07:48:50,105
2024-05-28 07:48:55,104
2024-05-28 07:49:02,104
2024-05-28 07:49:07,103
2024-05-28 07:49:08,104
2024-05-28 07:49:13,104
2024-05-28 07:49:19,105
2024-05-28 07:49:23,106
2024-05-28 07:49:32,109
2024-05-28 07:49:36,108
2024-05-28 07:49:39,108
2024-05-28 07:49:46,107
2024-05-28 07:49:48,107
2024-05-28 07:49:53,108
2024-05-28 07:50:01,112
2024-05-28 07:50:07,110
2024-05-28 07:50:12,108
2024-05-28 07:50:15,106
2024-05-28 07:50:18,104
2024-05-28 07:50:27,104
2024-05-28 07:50:29,103
2024-05-28 07:50:33,104
2024-05-28 07:50:42,106
2024-05-28 07:50:47,106
2024-05-28 07:50:48,105
2024-05-28 07:50:56,106
2024-05-28 07:51:02,106
2024-05-28 07:51:06,105
2024-05-28 07:51:10,104
2024-05-28 07:51:13,103
2024-05-28 07:51:21,101
2024-05-28 07:51:27,100
2024-05-28 07:51:30,101
2024-05-28 07:51:33,101
2024-05-28 07:51:40,100
2024-05-28 07:51:47,99
2024-05-28 07:51:52,98
2024-05-28 07:51:57,100
2024-05-28 07:52:00,100
2024-05-28 07:52:05,103
2024-05-28 07:52:09,103
2024-05-28 07:52:15,102
2024-05-28 07:52:21,100
2024-05-28 07:52:24,101
2024-05-28 07:52:31,99
2024-05-28 07:52:35,99
2024-05-28 07:52:42,98
2024-05-28 07:52:45,97
2024-05-28 07:52:50,98
2024-05-28 07:52:55,99
2024-05-28 07:53:02,95
2024-05-28 07:53:06,95
2024-05-28 07:53:09,95
2024-05-28 07:53:16,94
2024-05-28 07:53:21,94
2024-05-28 07:53:24,95
2024-05-28 07:53:28,95
2024-05-28 07:53:37,97
2024-05-28 07:53:42,97
2024-05-28 07:53:46,97
2024-05-28 07:53:51,96
2024-05-28 07:53:53,96
2024-05-28 07:54:01,96
2024-05-28 07:54:07,96
2024-05-28 07:54:10,97
2024-05-28 07:54:15,98
2024-05-28 07:54:19,97
2024-05-28 07:54:24,98
2024-05-28 07:54:32,98
2024-05-28 07:54:37,100
2024-05-28 07:54:40,100
2024-05-28 07:54:43,100
2024-05-28 07:54:51,99
2024-05-28 07:54:53,99
2024-05-28 07:54:58,98
2024-05-28 07:55:04,99
2024-05-28 07:55:12,99
2024-05-28 07:55:13,100
2024-05-28 07:55:18,100
2024-05-28 07:55:27,101
2024-05-28 07:55:31,102
2024-05-28 07:55:37,101
2024-05-28 07:55:40,99
2024-05-28 07:55:44,99
2024-05-28 07:55:48,99
2024-05-28 07:55:55,98
2024-05-28 07:55:58,99
2024-05-28 07:56:05,99
2024-05-28 07:56:08,100
2024-05-28 07:56:14,102
2024-05-28 07:56:18,104
2024-05-28 07:56:23,107
2024-05-28 07:56:28,112
2024-05-28 07:56:37,121
2024-05-28 07:56:38,121
2024-05-28 07:56:47,123
2024-05-28 07:56:52,127
2024-05-28 07:56:57,134
2024-05-28 07:57:02,134
2024-05-28 07:57:04,134
2024-05-28 07:57:12,132
2024-05-28 07:57:13,133
2024-05-28 07:57:18,135
2024-05-28 07:57:23,137
2024-05-28 07:57:31,135
2024-05-28 07:57:36,141
2024-05-28 07:57:42,141
2024-05-28 07:57:47,145
2024-05-28 07:57:52,146
2024-05-28 07:57:57,149
2024-05-28 07:58:02,149
2024-05-28 07:58:06,148
2024-05-28 07:58:08,147
2024-05-28 07:58:15,142
2024-05-28 07:58:21,138
2024-05-28 07:58:23,137
2024-05-28 07:58:28,133
2024-05-28 07:58:34,132
2024-05-28 07:58:40,124
2024-05-28 07:58:45,125
2024-05-28 07:58:51,122
2024-05-28 07:58:55,120
2024-05-28 07:59:00,120
2024-05-28 07:59:07,114
2024-05-28 07:59:12,115
2024-05-28 07:59:14,113
2024-05-28 07:59:18,109
2024-05-28 07:59:27,105
2024-05-28 07:59:28,106
2024-05-28 07:59:33,101
2024-05-28 07:59:40,104
2024-05-28 07:59:47,102
2024-05-28 07:59:50,102
2024-05-28 07:59:54,104
2024-05-28 08:00:00,99
2024-05-28 08:00:04,93
2024-05-28 08:00:11,101
2024-05-28 08:00:14,99
2024-05-28 08:00:21,100
2024-05-28 08:00:27,102
2024-05-28 08:00:32,102
2024-05-28 08:00:35,103
2024-05-28 08:00:38,103
2024-05-28 08:00:47,102
2024-05-28 08:00:48,101
2024-05-28 08:00:57,100
2024-05-28 08:00:58,101
2024-05-28 08:01:06,100
2024-05-28 08:01:08,101
2024-05-28 08:01:15,97
2024-05-28 08:01:19,98
2024-05-28 08:01:25,99
2024-05-28 08:01:29,98
2024-05-28 08:01:37,99
2024-05-28 08:01:42,99
2024-05-28 08:01:44,100
2024-05-28 08:01:50,101
2024-05-28 08:01:56,101
2024-05-28 08:01:59,101
2024-05-28 08:02:05,100
2024-05-28 08:02:08,99
2024-05-28 08:02:14,98
2024-05-28 08:02:22,100
2024-05-28 08:02:23,100
2024-05-28 08:02:31,97
2024-05-28 08:02:34,96
2024-05-28 08:02:38,97
2024-05-28 08:02:46,100
2024-05-28 08:02:50,100
2024-05-28 08:02:55,100
2024-05-28 08:03:01,100
2024-05-28 08:03:04,100
2024-05-28 08:03:12,99
2024-05-28 08:03:17,97
2024-05-28 08:03:22,96
2024-05-28 08:03:23,96
2024-05-28 08:03:31,94
2024-05-28 08:03:36,95
2024-05-28 08:03:41,94
2024-05-28 08:03:47,96
2024-05-28 08:03:48,97
2024-05-28 08:03:53,95
2024-05-28 08:07:36,90
2024-05-28 08:10:00,101
2024-05-28 08:10:03,99
2024-05-28 08:10:15,89
2024-05-28 08:10:20,90
2024-05-28 08:10:25,90
2024-05-28 08:10:26,90
2024-05-28 08:10:31,90
2024-05-28 08:10:38,92
2024-05-28 08:10:44,95
2024-05-28 08:10:47,93
2024-05-28 08:10:54,91
2024-05-28 08:10:57,92
2024-05-28 08:11:05,89
2024-05-28 08:11:07,89
2024-05-28 08:11:15,86
2024-05-28 08:19:16,84
2024-05-28 08:20:25,86
2024-05-28 08:20:30,87
2024-05-28 08:20:31,87
2024-05-28 08:20:39,91
2024-05-28 08:20:45,87
2024-05-28 08:20:47,87
2024-05-28 08:20:53,89
2024-05-28 08:20:56,89
2024-05-28 08:21:01,91
2024-05-28 08:28:03,83
2024-05-28 08:32:47,84
2024-05-28 08:37:03,80
2024-05-28 08:42:09,84
2024-05-28 08:47:53,82
2024-05-28 08:45:11,74
2024-05-28 08:49:51,75
2024-05-28 08:53:36,78
2024-05-28 08:59:05,84
2024-05-28 09:04:53,84
2024-05-28 09:08:36,79
2024-05-28 09:14:28,75
2024-05-28 09:24:47,71
2024-05-28 09:21:06,80
2024-05-28 09:25:10,74
2024-05-28 09:31:20,69
2024-05-28 09:40:07,75
2024-05-28 09:37:17,74
2024-05-28 09:44:26,74
2024-05-28 09:41:46,73
2024-05-28 09:50:56,77
2024-05-28 09:53:19,74
2024-05-28 09:46:19,70
2024-05-28 09:56:33,73
2024-05-28 10:00:26,69
2024-05-28 10:05:07,67
2024-05-28 10:08:39,66
2024-05-28 10:18:18,74
2024-05-28 10:15:21,69
2024-05-28 10:26:58,73
2024-05-28 10:20:21,68
2024-05-28 10:28:26,70
2024-05-28 10:36:04,74
2024-05-28 10:31:03,72
2024-05-28 10:42:53,72
2024-05-28 10:51:46,75
2024-05-28 10:48:02,70
2024-05-28 10:53:14,81
2024-05-28 10:57:04,74
2024-05-28 10:54:29,75
2024-05-28 11:01:57,72
2024-05-28 11:13:09,67
2024-05-28 11:15:10,71
2024-05-28 11:23:57,82
2024-05-28 11:18:55,75
2024-05-28 11:34:49,69
2024-05-28 11:32:02,72
2024-05-28 11:37:53,73
2024-05-28 11:43:29,70
2024-05-28 11:45:08,70
2024-05-28 11:57:58,71
2024-05-28 12:00:36,80
2024-05-28 12:04:23,71
2024-05-28 12:08:36,72
2024-05-28 12:14:51,71
2024-05-28 12:14:56,71
2024-05-28 12:23:18,84
2024-05-28 12:13:42,78
2024-05-28 12:28:29,82
2024-05-28 12:30:59,87
2024-05-28 12:36:00,83
2024-05-28 12:40:02,76
2024-05-28 12:48:58,89
2024-05-28 12:45:26,78
2024-05-28 12:51:09,92
2024-05-28 12:51:14,92
2024-05-28 12:51:19,92
2024-05-28 12:51:20,91
2024-05-28 12:51:25,88
2024-05-28 12:51:34,83
2024-05-28 12:51:38,82
2024-05-28 12:51:43,83
2024-05-28 12:51:47,81
2024-05-28 12:51:54,83
2024-05-28 12:51:56,82
2024-05-28 12:52:04,78
2024-05-28 12:52:06,77
2024-05-28 12:52:14,84
2024-05-28 12:52:18,85
2024-05-28 12:52:21,86
2024-05-28 12:52:27,86
2024-05-28 12:52:31,86
2024-05-28 12:52:38,89
2024-05-28 12:52:41,91
2024-05-28 12:52:48,92
2024-05-28 12:52:50,92
2024-05-28 12:52:57,92
2024-05-28 12:53:03,93
2024-05-28 12:53:06,93
2024-05-28 12:53:11,92
2024-05-28 12:53:19,96
2024-05-28 12:53:24,96
2024-05-28 12:53:25,96
2024-05-28 12:53:31,96
2024-05-28 12:53:37,94
2024-05-28 12:53:40,94
2024-05-28 12:53:45,91
2024-05-28 12:53:52,92
2024-05-28 12:53:59,90
2024-05-28 12:54:03,91
2024-05-28 12:54:05,92
2024-05-28 12:54:14,97
2024-05-28 12:54:15,96
2024-05-28 12:54:22,98
2024-05-28 12:54:28,99
2024-05-28 12:54:31,98
2024-05-28 12:54:39,96
2024-05-28 12:54:43,95
2024-05-28 12:54:47,94
2024-05-28 12:54:50,95
2024-05-28 12:54:59,99
2024-05-28 12:55:02,100
2024-05-28 12:55:09,100
2024-05-28 12:55:10,99
2024-05-28 12:55:18,101
2024-05-28 12:55:23,104
2024-05-28 12:55:29,105
2024-05-28 12:55:33,104
2024-05-28 12:55:39,102
2024-05-28 12:55:40,102
2024-05-28 12:55:45,102
2024-05-28 12:55:54,102
2024-05-28 12:55:59,103
2024-05-28 12:56:02,103
2024-05-28 12:56:08,104
2024-05-28 12:56:14,105
2024-05-28 12:56:17,104
2024-05-28 12:56:20,105
2024-05-28 12:56:25,106
2024-05-28 12:56:30,106
2024-05-28 12:56:36,108
2024-05-28 12:56:44,107
2024-05-28 12:56:47,106
2024-05-28 12:56:53,105
2024-05-28 12:56:57,106
2024-05-28 12:57:01,106
2024-05-28 12:57:07,107
2024-05-28 12:57:14,107
2024-05-28 12:57:18,108
2024-05-28 12:57:20,107
2024-05-28 12:57:29,107
2024-05-28 12:57:30,106
2024-05-28 12:57:39,107
2024-05-28 12:57:41,107
2024-05-28 12:57:47,109
2024-05-28 12:57:54,108
2024-05-28 12:57:56,108
2024-05-28 12:58:01,108
2024-05-28 12:58:09,107
2024-05-28 12:58:10,107
2024-05-28 12:58:19,108
2024-05-28 12:58:20,108
2024-05-28 12:58:28,108
2024-05-28 12:58:31,107
2024-05-28 12:58:37,107
2024-05-28 12:58:44,108
2024-05-28 12:58:47,108
2024-05-28 12:58:54,107
2024-05-28 12:58:55,107
2024-05-28 12:59:03,107
2024-05-28 12:59:06,106
2024-05-28 12:59:14,105
2024-05-28 12:59:17,104
2024-05-28 12:59:20,103
2024-05-28 12:59:27,101
2024-05-28 12:59:30,100
2024-05-28 12:59:35,100
2024-05-28 12:59:40,100
2024-05-28 12:59:49,99
2024-05-28 12:59:52,99
2024-05-28 12:59:56,99
2024-05-28 13:00:03,98
2024-05-28 13:00:09,98
2024-05-28 13:00:14,98
2024-05-28 13:00:16,98
2024-05-28 13:00:23,99
2024-05-28 13:00:29,98
2024-05-28 13:00:30,98
2024-05-28 13:00:35,99
2024-05-28 13:00:44,97
2024-05-28 13:00:48,97
2024-05-28 13:00:51,99
2024-05-28 13:00:58,99
2024-05-28 13:01:01,100
2024-05-28 13:01:07,97
2024-05-28 13:01:14,97
2024-05-28 13:01:15,96
2024-05-28 13:01:22,96
2024-05-28 13:01:26,96
2024-05-28 13:01:32,95
2024-05-28 13:01:39,93
2024-05-28 13:01:43,93
2024-05-28 13:01:46,93
2024-05-28 13:01:50,92
2024-05-28 13:01:56,92
2024-05-28 13:02:03,91
2024-05-28 13:02:06,93
2024-05-28 13:02:13,93
2024-05-28 13:02:18,95
2024-05-28 13:02:21,95
2024-05-28 13:02:29,95
2024-05-28 13:02:30,95
2024-05-28 13:02:39,93
2024-05-28 13:02:43,94
2024-05-28 13:02:45,94
2024-05-28 13:02:51,92
