deviceName,creationDate,startDate,endDate,value
Apple Watch,2024-05-27 15:36:24 +0900,2024-05-27 15:36:20 +0900,2024-05-27 15:36:20 +0900,73
Apple Watch,2024-05-27 15:36:28 +0900,2024-05-27 15:36:28 +0900,2024-05-27 15:36:28 +0900,76
Apple Watch,2024-05-27 15:36:33 +0900,2024-05-27 15:36:33 +0900,2024-05-27 15:36:33 +0900,75
Apple Watch,2024-05-27 15:36:39 +0900,2024-05-27 15:36:38 +0900,2024-05-27 15:36:38 +0900,74
Apple Watch,2024-05-27 15:36:44 +0900,2024-05-27 15:36:40 +0900,2024-05-27 15:36:40 +0900,74
Apple Watch,2024-05-27 15:36:49 +0900,2024-05-27 15:36:46 +0900,2024-05-27 15:36:46 +0900,74
Apple Watch,2024-05-27 15:36:54 +0900,2024-05-27 15:36:49 +0900,2024-05-27 15:36:49 +0900,74
Apple Watch,2024-05-27 15:36:59 +0900,2024-05-27 15:36:58 +0900,2024-05-27 15:36:58 +0900,74
Apple Watch,2024-05-27 15:37:04 +0900,2024-05-27 15:37:03 +0900,2024-05-27 15:37:03 +0900,74
Apple Watch,2024-05-27 15:37:09 +0900,2024-05-27 15:37:08 +0900,2024-05-27 15:37:08 +0900,77
Apple Watch,2024-05-27 15:37:14 +0900,2024-05-27 15:37:13 +0900,2024-05-27 15:37:13 +0900,75
Apple Watch,2024-05-27 15:37:19 +0900,2024-05-27 15:37:14 +0900,2024-05-27 15:37:14 +0900,75
Apple Watch,2024-05-27 15:37:24 +0900,2024-05-27 15:37:19 +0900,2024-05-27 15:37:19 +0900,74
Apple Watch,2024-05-27 15:37:29 +0900,2024-05-27 15:37:27 +0900,2024-05-27 15:37:27 +0900,77
Apple Watch,2024-05-27 15:37:34 +0900,2024-05-27 15:37:33 +0900,2024-05-27 15:37:33 +0900,79
Apple Watch,2024-05-27 15:37:39 +0900,2024-05-27 15:37:38 +0900,2024-05-27 15:37:38 +0900,79
Apple Watch,2024-05-27 15:37:44 +0900,2024-05-27 15:37:39 +0900,2024-05-27 15:37:39 +0900,79
Apple Watch,2024-05-27 15:37:49 +0900,2024-05-27 15:37:45 +0900,2024-05-27 15:37:45 +0900,79
Apple Watch,2024-05-27 15:37:54 +0900,2024-05-27 15:37:49 +0900,2024-05-27 15:37:49 +0900,79
Apple Watch,2024-05-27 15:37:59 +0900,2024-05-27 15:37:54 +0900,2024-05-27 15:37:54 +0900,79
Apple Watch,2024-05-27 15:38:04 +0900,2024-05-27 15:38:03 +0900,2024-05-27 15:38:03 +0900,76
Apple Watch,2024-05-27 15:38:09 +0900,2024-05-27 15:38:04 +0900,2024-05-27 15:38:04 +0900,76
Apple Watch,2024-05-27 15:38:14 +0900,2024-05-27 15:38:12 +0900,2024-05-27 15:38:12 +0900,71
Apple Watch,2024-05-27 15:38:19 +0900,2024-05-27 15:38:14 +0900,2024-05-27 15:38:14 +0900,71
Apple Watch,2024-05-27 15:38:23 +0900,2024-05-27 15:38:23 +0900,2024-05-27 15:38:23 +0900,75
Apple Watch,2024-05-27 15:38:28 +0900,2024-05-27 15:38:27 +0900,2024-05-27 15:38:27 +0900,75
Apple Watch,2024-05-27 15:38:33 +0900,2024-05-27 15:38:29 +0900,2024-05-27 15:38:29 +0900,75
Apple Watch,2024-05-27 15:38:39 +0900,2024-05-27 15:38:34 +0900,2024-05-27 15:38:34 +0900,75
Apple Watch,2024-05-27 15:38:44 +0900,2024-05-27 15:38:39 +0900,2024-05-27 15:38:39 +0900,76
Apple Watch,2024-05-27 15:38:49 +0900,2024-05-27 15:38:48 +0900,2024-05-27 15:38:48 +0900,77
Apple Watch,2024-05-27 15:38:54 +0900,2024-05-27 15:38:51 +0900,2024-05-27 15:38:51 +0900,76
Apple Watch,2024-05-27 15:38:59 +0900,2024-05-27 15:38:58 +0900,2024-05-27 15:38:58 +0900,79
Apple Watch,2024-05-27 15:39:04 +0900,2024-05-27 15:39:03 +0900,2024-05-27 15:39:03 +0900,81
Apple Watch,2024-05-27 15:39:09 +0900,2024-05-27 15:39:07 +0900,2024-05-27 15:39:07 +0900,81
Apple Watch,2024-05-27 15:39:14 +0900,2024-05-27 15:39:09 +0900,2024-05-27 15:39:09 +0900,82
Apple Watch,2024-05-27 15:39:19 +0900,2024-05-27 15:39:18 +0900,2024-05-27 15:39:18 +0900,80
Apple Watch,2024-05-27 15:39:24 +0900,2024-05-27 15:39:19 +0900,2024-05-27 15:39:19 +0900,80
Apple Watch,2024-05-27 15:39:29 +0900,2024-05-27 15:39:28 +0900,2024-05-27 15:39:28 +0900,78
Apple Watch,2024-05-27 15:39:34 +0900,2024-05-27 15:39:29 +0900,2024-05-27 15:39:29 +0900,78
Apple Watch,2024-05-27 15:39:39 +0900,2024-05-27 15:39:34 +0900,2024-05-27 15:39:34 +0900,76
Apple Watch,2024-05-27 15:39:44 +0900,2024-05-27 15:39:41 +0900,2024-05-27 15:39:41 +0900,78
Apple Watch,2024-05-27 15:39:49 +0900,2024-05-27 15:39:44 +0900,2024-05-27 15:39:44 +0900,78
Apple Watch,2024-05-27 15:39:54 +0900,2024-05-27 15:39:49 +0900,2024-05-27 15:39:49 +0900,79
Apple Watch,2024-05-27 15:39:59 +0900,2024-05-27 15:39:56 +0900,2024-05-27 15:39:56 +0900,80
Apple Watch,2024-05-27 15:40:04 +0900,2024-05-27 15:40:03 +0900,2024-05-27 15:40:03 +0900,78
Apple Watch,2024-05-27 15:40:09 +0900,2024-05-27 15:40:04 +0900,2024-05-27 15:40:04 +0900,78
Apple Watch,2024-05-27 15:40:14 +0900,2024-05-27 15:40:13 +0900,2024-05-27 15:40:13 +0900,78
Apple Watch,2024-05-27 15:40:19 +0900,2024-05-27 15:40:18 +0900,2024-05-27 15:40:18 +0900,77
Apple Watch,2024-05-27 15:40:24 +0900,2024-05-27 15:40:19 +0900,2024-05-27 15:40:19 +0900,77
Apple Watch,2024-05-27 15:40:28 +0900,2024-05-27 15:40:28 +0900,2024-05-27 15:40:28 +0900,77
Apple Watch,2024-05-27 15:40:33 +0900,2024-05-27 15:40:30 +0900,2024-05-27 15:40:30 +0900,77
Apple Watch,2024-05-27 15:40:39 +0900,2024-05-27 15:40:36 +0900,2024-05-27 15:40:36 +0900,78
Apple Watch,2024-05-27 15:40:44 +0900,2024-05-27 15:40:39 +0900,2024-05-27 15:40:39 +0900,79
Apple Watch,2024-05-27 15:40:49 +0900,2024-05-27 15:40:44 +0900,2024-05-27 15:40:44 +0900,79
Apple Watch,2024-05-27 15:40:54 +0900,2024-05-27 15:40:49 +0900,2024-05-27 15:40:49 +0900,79
Apple Watch,2024-05-27 15:40:59 +0900,2024-05-27 15:40:58 +0900,2024-05-27 15:40:58 +0900,78
Apple Watch,2024-05-27 15:41:04 +0900,2024-05-27 15:41:03 +0900,2024-05-27 15:41:03 +0900,78
Apple Watch,2024-05-27 15:41:09 +0900,2024-05-27 15:41:05 +0900,2024-05-27 15:41:05 +0900,78
Apple Watch,2024-05-27 15:41:14 +0900,2024-05-27 15:41:09 +0900,2024-05-27 15:41:09 +0900,78
Apple Watch,2024-05-27 15:41:19 +0900,2024-05-27 15:41:14 +0900,2024-05-27 15:41:14 +0900,78
Apple Watch,2024-05-27 15:41:24 +0900,2024-05-27 15:41:20 +0900,2024-05-27 15:41:20 +0900,78
Apple Watch,2024-05-27 15:41:29 +0900,2024-05-27 15:41:24 +0900,2024-05-27 15:41:24 +0900,78
Apple Watch,2024-05-27 15:41:34 +0900,2024-05-27 15:41:31 +0900,2024-05-27 15:41:31 +0900,77
Apple Watch,2024-05-27 15:41:39 +0900,2024-05-27 15:41:34 +0900,2024-05-27 15:41:34 +0900,77
Apple Watch,2024-05-27 15:41:44 +0900,2024-05-27 15:41:43 +0900,2024-05-27 15:41:43 +0900,77
Apple Watch,2024-05-27 15:41:49 +0900,2024-05-27 15:41:48 +0900,2024-05-27 15:41:48 +0900,76
Apple Watch,2024-05-27 15:41:54 +0900,2024-05-27 15:41:53 +0900,2024-05-27 15:41:53 +0900,76
Apple Watch,2024-05-27 15:41:59 +0900,2024-05-27 15:41:58 +0900,2024-05-27 15:41:58 +0900,77
Apple Watch,2024-05-27 15:42:04 +0900,2024-05-27 15:42:00 +0900,2024-05-27 15:42:00 +0900,77
Apple Watch,2024-05-27 15:42:09 +0900,2024-05-27 15:42:04 +0900,2024-05-27 15:42:04 +0900,76
Apple Watch,2024-05-27 15:42:14 +0900,2024-05-27 15:42:09 +0900,2024-05-27 15:42:09 +0900,76
Apple Watch,2024-05-27 15:42:19 +0900,2024-05-27 15:42:18 +0900,2024-05-27 15:42:18 +0900,75
Apple Watch,2024-05-27 15:42:24 +0900,2024-05-27 15:42:22 +0900,2024-05-27 15:42:22 +0900,74
Apple Watch,2024-05-27 15:42:28 +0900,2024-05-27 15:42:24 +0900,2024-05-27 15:42:24 +0900,73
Apple Watch,2024-05-27 15:42:34 +0900,2024-05-27 15:42:32 +0900,2024-05-27 15:42:32 +0900,72
Apple Watch,2024-05-27 15:42:38 +0900,2024-05-27 15:42:34 +0900,2024-05-27 15:42:34 +0900,72
Apple Watch,2024-05-27 15:42:44 +0900,2024-05-27 15:42:43 +0900,2024-05-27 15:42:43 +0900,74
Apple Watch,2024-05-27 15:42:49 +0900,2024-05-27 15:42:48 +0900,2024-05-27 15:42:48 +0900,71
Apple Watch,2024-05-27 15:42:54 +0900,2024-05-27 15:42:49 +0900,2024-05-27 15:42:49 +0900,71
Apple Watch,2024-05-27 15:42:59 +0900,2024-05-27 15:42:54 +0900,2024-05-27 15:42:54 +0900,73
Apple Watch,2024-05-27 15:43:04 +0900,2024-05-27 15:43:03 +0900,2024-05-27 15:43:03 +0900,72
Apple Watch,2024-05-27 15:43:09 +0900,2024-05-27 15:43:07 +0900,2024-05-27 15:43:07 +0900,72
Apple Watch,2024-05-27 15:43:14 +0900,2024-05-27 15:43:13 +0900,2024-05-27 15:43:13 +0900,75
Apple Watch,2024-05-27 15:43:19 +0900,2024-05-27 15:43:18 +0900,2024-05-27 15:43:18 +0900,76
Apple Watch,2024-05-27 15:43:24 +0900,2024-05-27 15:43:19 +0900,2024-05-27 15:43:19 +0900,77
Apple Watch,2024-05-27 15:43:29 +0900,2024-05-27 15:43:24 +0900,2024-05-27 15:43:24 +0900,77
Apple Watch,2024-05-27 15:43:34 +0900,2024-05-27 15:43:29 +0900,2024-05-27 15:43:29 +0900,77
Apple Watch,2024-05-27 15:43:39 +0900,2024-05-27 15:43:38 +0900,2024-05-27 15:43:38 +0900,74
Apple Watch,2024-05-27 15:43:44 +0900,2024-05-27 15:43:43 +0900,2024-05-27 15:43:43 +0900,74
Apple Watch,2024-05-27 15:43:49 +0900,2024-05-27 15:43:44 +0900,2024-05-27 15:43:44 +0900,74
Apple Watch,2024-05-27 15:43:54 +0900,2024-05-27 15:43:52 +0900,2024-05-27 15:43:52 +0900,73
Apple Watch,2024-05-27 15:43:59 +0900,2024-05-27 15:43:56 +0900,2024-05-27 15:43:56 +0900,74
Apple Watch,2024-05-27 15:44:04 +0900,2024-05-27 15:44:01 +0900,2024-05-27 15:44:01 +0900,73
Apple Watch,2024-05-27 15:44:09 +0900,2024-05-27 15:44:05 +0900,2024-05-27 15:44:05 +0900,73
Apple Watch,2024-05-27 15:44:14 +0900,2024-05-27 15:44:09 +0900,2024-05-27 15:44:09 +0900,73
Apple Watch,2024-05-27 15:44:19 +0900,2024-05-27 15:44:16 +0900,2024-05-27 15:44:16 +0900,73
Apple Watch,2024-05-27 15:44:24 +0900,2024-05-27 15:44:23 +0900,2024-05-27 15:44:23 +0900,75
Apple Watch,2024-05-27 15:44:28 +0900,2024-05-27 15:44:27 +0900,2024-05-27 15:44:27 +0900,75
Apple Watch,2024-05-27 15:44:33 +0900,2024-05-27 15:44:33 +0900,2024-05-27 15:44:33 +0900,75
Apple Watch,2024-05-27 15:44:38 +0900,2024-05-27 15:44:38 +0900,2024-05-27 15:44:38 +0900,74
Apple Watch,2024-05-27 15:44:44 +0900,2024-05-27 15:44:43 +0900,2024-05-27 15:44:43 +0900,74
Apple Watch,2024-05-27 15:44:49 +0900,2024-05-27 15:44:44 +0900,2024-05-27 15:44:44 +0900,75
Apple Watch,2024-05-27 15:44:54 +0900,2024-05-27 15:44:49 +0900,2024-05-27 15:44:49 +0900,75
Apple Watch,2024-05-27 15:44:59 +0900,2024-05-27 15:44:58 +0900,2024-05-27 15:44:58 +0900,78
Apple Watch,2024-05-27 15:45:04 +0900,2024-05-27 15:44:59 +0900,2024-05-27 15:44:59 +0900,77
Apple Watch,2024-05-27 15:45:09 +0900,2024-05-27 15:45:04 +0900,2024-05-27 15:45:04 +0900,77
Apple Watch,2024-05-27 15:45:14 +0900,2024-05-27 15:45:10 +0900,2024-05-27 15:45:10 +0900,78
Apple Watch,2024-05-27 15:45:19 +0900,2024-05-27 15:45:18 +0900,2024-05-27 15:45:18 +0900,78
Apple Watch,2024-05-27 15:45:24 +0900,2024-05-27 15:45:19 +0900,2024-05-27 15:45:19 +0900,78
Apple Watch,2024-05-27 15:45:29 +0900,2024-05-27 15:45:28 +0900,2024-05-27 15:45:28 +0900,78
Apple Watch,2024-05-27 15:45:34 +0900,2024-05-27 15:45:29 +0900,2024-05-27 15:45:29 +0900,78
Apple Watch,2024-05-27 15:45:39 +0900,2024-05-27 15:45:38 +0900,2024-05-27 15:45:38 +0900,75
Apple Watch,2024-05-27 15:45:44 +0900,2024-05-27 15:45:39 +0900,2024-05-27 15:45:39 +0900,75
Apple Watch,2024-05-27 15:45:49 +0900,2024-05-27 15:45:44 +0900,2024-05-27 15:45:44 +0900,76
Apple Watch,2024-05-27 15:45:54 +0900,2024-05-27 15:45:53 +0900,2024-05-27 15:45:53 +0900,81
Apple Watch,2024-05-27 15:45:59 +0900,2024-05-27 15:45:57 +0900,2024-05-27 15:45:57 +0900,82
Apple Watch,2024-05-27 15:46:04 +0900,2024-05-27 15:45:59 +0900,2024-05-27 15:45:59 +0900,81
Apple Watch,2024-05-27 15:46:09 +0900,2024-05-27 15:46:04 +0900,2024-05-27 15:46:04 +0900,79
Apple Watch,2024-05-27 15:46:14 +0900,2024-05-27 15:46:09 +0900,2024-05-27 15:46:09 +0900,76
Apple Watch,2024-05-27 15:46:19 +0900,2024-05-27 15:46:15 +0900,2024-05-27 15:46:15 +0900,73
Apple Watch,2024-05-27 15:46:24 +0900,2024-05-27 15:46:23 +0900,2024-05-27 15:46:23 +0900,67
Apple Watch,2024-05-27 15:46:28 +0900,2024-05-27 15:46:28 +0900,2024-05-27 15:46:28 +0900,66
Apple Watch,2024-05-27 15:46:33 +0900,2024-05-27 15:46:32 +0900,2024-05-27 15:46:32 +0900,66
Apple Watch,2024-05-27 15:46:38 +0900,2024-05-27 15:46:34 +0900,2024-05-27 15:46:34 +0900,66
Apple Watch,2024-05-27 15:46:44 +0900,2024-05-27 15:46:39 +0900,2024-05-27 15:46:39 +0900,65
Apple Watch,2024-05-27 15:46:49 +0900,2024-05-27 15:46:46 +0900,2024-05-27 15:46:46 +0900,62
Apple Watch,2024-05-27 15:46:54 +0900,2024-05-27 15:46:53 +0900,2024-05-27 15:46:53 +0900,60
Apple Watch,2024-05-27 15:46:59 +0900,2024-05-27 15:46:58 +0900,2024-05-27 15:46:58 +0900,61
Apple Watch,2024-05-27 15:47:04 +0900,2024-05-27 15:46:59 +0900,2024-05-27 15:46:59 +0900,62
Apple Watch,2024-05-27 15:47:09 +0900,2024-05-27 15:47:05 +0900,2024-05-27 15:47:05 +0900,62
Apple Watch,2024-05-27 15:47:14 +0900,2024-05-27 15:47:13 +0900,2024-05-27 15:47:13 +0900,64
Apple Watch,2024-05-27 15:47:19 +0900,2024-05-27 15:47:15 +0900,2024-05-27 15:47:15 +0900,63
Apple Watch,2024-05-27 15:47:24 +0900,2024-05-27 15:47:23 +0900,2024-05-27 15:47:23 +0900,63
Apple Watch,2024-05-27 15:47:29 +0900,2024-05-27 15:47:27 +0900,2024-05-27 15:47:27 +0900,63
Apple Watch,2024-05-27 15:47:34 +0900,2024-05-27 15:47:33 +0900,2024-05-27 15:47:33 +0900,61
Apple Watch,2024-05-27 15:47:39 +0900,2024-05-27 15:47:37 +0900,2024-05-27 15:47:37 +0900,62
Apple Watch,2024-05-27 15:47:44 +0900,2024-05-27 15:47:41 +0900,2024-05-27 15:47:41 +0900,62
Apple Watch,2024-05-27 15:47:49 +0900,2024-05-27 15:47:44 +0900,2024-05-27 15:47:44 +0900,62
Apple Watch,2024-05-27 15:47:54 +0900,2024-05-27 15:47:51 +0900,2024-05-27 15:47:51 +0900,65
Apple Watch,2024-05-27 15:47:59 +0900,2024-05-27 15:47:58 +0900,2024-05-27 15:47:58 +0900,63
Apple Watch,2024-05-27 15:48:04 +0900,2024-05-27 15:48:03 +0900,2024-05-27 15:48:03 +0900,62
Apple Watch,2024-05-27 15:48:09 +0900,2024-05-27 15:48:08 +0900,2024-05-27 15:48:08 +0900,62
Apple Watch,2024-05-27 15:48:14 +0900,2024-05-27 15:48:09 +0900,2024-05-27 15:48:09 +0900,63
Apple Watch,2024-05-27 15:48:19 +0900,2024-05-27 15:48:18 +0900,2024-05-27 15:48:18 +0900,61
Apple Watch,2024-05-27 15:48:24 +0900,2024-05-27 15:48:20 +0900,2024-05-27 15:48:20 +0900,62
Apple Watch,2024-05-27 15:48:29 +0900,2024-05-27 15:48:24 +0900,2024-05-27 15:48:24 +0900,62
Apple Watch,2024-05-27 15:48:33 +0900,2024-05-27 15:48:29 +0900,2024-05-27 15:48:29 +0900,62
Apple Watch,2024-05-27 15:48:38 +0900,2024-05-27 15:48:35 +0900,2024-05-27 15:48:35 +0900,61
Apple Watch,2024-05-27 15:48:44 +0900,2024-05-27 15:48:39 +0900,2024-05-27 15:48:39 +0900,61
Apple Watch,2024-05-27 15:48:49 +0900,2024-05-27 15:48:48 +0900,2024-05-27 15:48:48 +0900,61
Apple Watch,2024-05-27 15:48:54 +0900,2024-05-27 15:48:51 +0900,2024-05-27 15:48:51 +0900,61
Apple Watch,2024-05-27 15:48:59 +0900,2024-05-27 15:48:58 +0900,2024-05-27 15:48:58 +0900,59
Apple Watch,2024-05-27 15:49:04 +0900,2024-05-27 15:48:59 +0900,2024-05-27 15:48:59 +0900,60
Apple Watch,2024-05-27 15:49:09 +0900,2024-05-27 15:49:08 +0900,2024-05-27 15:49:08 +0900,63
Apple Watch,2024-05-27 15:49:14 +0900,2024-05-27 15:49:13 +0900,2024-05-27 15:49:13 +0900,61
Apple Watch,2024-05-27 15:49:19 +0900,2024-05-27 15:49:14 +0900,2024-05-27 15:49:14 +0900,61
Apple Watch,2024-05-27 15:49:24 +0900,2024-05-27 15:49:20 +0900,2024-05-27 15:49:20 +0900,60
Apple Watch,2024-05-27 15:49:29 +0900,2024-05-27 15:49:25 +0900,2024-05-27 15:49:25 +0900,59
Apple Watch,2024-05-27 15:49:34 +0900,2024-05-27 15:49:31 +0900,2024-05-27 15:49:31 +0900,58
Apple Watch,2024-05-27 15:49:39 +0900,2024-05-27 15:49:38 +0900,2024-05-27 15:49:38 +0900,57
Apple Watch,2024-05-27 15:49:44 +0900,2024-05-27 15:49:42 +0900,2024-05-27 15:49:42 +0900,58
Apple Watch,2024-05-27 15:49:49 +0900,2024-05-27 15:49:45 +0900,2024-05-27 15:49:45 +0900,59
Apple Watch,2024-05-27 15:49:54 +0900,2024-05-27 15:49:53 +0900,2024-05-27 15:49:53 +0900,60
Apple Watch,2024-05-27 15:49:59 +0900,2024-05-27 15:49:54 +0900,2024-05-27 15:49:54 +0900,60
Apple Watch,2024-05-27 15:50:04 +0900,2024-05-27 15:50:03 +0900,2024-05-27 15:50:03 +0900,58
Apple Watch,2024-05-27 15:50:09 +0900,2024-05-27 15:50:08 +0900,2024-05-27 15:50:08 +0900,58
Apple Watch,2024-05-27 15:50:14 +0900,2024-05-27 15:50:10 +0900,2024-05-27 15:50:10 +0900,58
Apple Watch,2024-05-27 15:50:19 +0900,2024-05-27 15:50:14 +0900,2024-05-27 15:50:14 +0900,58
Apple Watch,2024-05-27 15:50:24 +0900,2024-05-27 15:50:23 +0900,2024-05-27 15:50:23 +0900,59
Apple Watch,2024-05-27 15:50:29 +0900,2024-05-27 15:50:28 +0900,2024-05-27 15:50:28 +0900,60
Apple Watch,2024-05-27 15:50:34 +0900,2024-05-27 15:50:30 +0900,2024-05-27 15:50:30 +0900,60
Apple Watch,2024-05-27 15:50:39 +0900,2024-05-27 15:50:36 +0900,2024-05-27 15:50:36 +0900,64
Apple Watch,2024-05-27 15:50:44 +0900,2024-05-27 15:50:42 +0900,2024-05-27 15:50:42 +0900,67
Apple Watch,2024-05-27 15:50:49 +0900,2024-05-27 15:50:44 +0900,2024-05-27 15:50:44 +0900,67
Apple Watch,2024-05-27 15:50:54 +0900,2024-05-27 15:50:50 +0900,2024-05-27 15:50:50 +0900,65
Apple Watch,2024-05-27 15:50:59 +0900,2024-05-27 15:50:58 +0900,2024-05-27 15:50:58 +0900,66
Apple Watch,2024-05-27 15:51:04 +0900,2024-05-27 15:51:03 +0900,2024-05-27 15:51:03 +0900,65
Apple Watch,2024-05-27 15:51:09 +0900,2024-05-27 15:51:05 +0900,2024-05-27 15:51:05 +0900,65
Apple Watch,2024-05-27 15:51:14 +0900,2024-05-27 15:51:11 +0900,2024-05-27 15:51:11 +0900,65
Apple Watch,2024-05-27 15:51:19 +0900,2024-05-27 15:51:15 +0900,2024-05-27 15:51:15 +0900,64
Apple Watch,2024-05-27 15:51:24 +0900,2024-05-27 15:51:23 +0900,2024-05-27 15:51:23 +0900,61
Apple Watch,2024-05-27 15:51:29 +0900,2024-05-27 15:51:25 +0900,2024-05-27 15:51:25 +0900,61
Apple Watch,2024-05-27 15:51:34 +0900,2024-05-27 15:51:29 +0900,2024-05-27 15:51:29 +0900,62
Apple Watch,2024-05-27 15:51:39 +0900,2024-05-27 15:51:35 +0900,2024-05-27 15:51:35 +0900,62
Apple Watch,2024-05-27 15:51:44 +0900,2024-05-27 15:51:42 +0900,2024-05-27 15:51:42 +0900,60
Apple Watch,2024-05-27 15:51:49 +0900,2024-05-27 15:51:48 +0900,2024-05-27 15:51:48 +0900,60
Apple Watch,2024-05-27 15:51:54 +0900,2024-05-27 15:51:51 +0900,2024-05-27 15:51:51 +0900,59
Apple Watch,2024-05-27 15:51:59 +0900,2024-05-27 15:51:56 +0900,2024-05-27 15:51:56 +0900,59
Apple Watch,2024-05-27 15:52:04 +0900,2024-05-27 15:52:02 +0900,2024-05-27 15:52:02 +0900,61
Apple Watch,2024-05-27 15:59:59 +0900,2024-05-27 15:52:51 +0900,2024-05-27 15:52:51 +0900,58
Apple Watch,2024-05-27 15:59:59 +0900,2024-05-27 15:57:02 +0900,2024-05-27 15:57:02 +0900,60
Apple Watch,2024-05-27 16:03:56 +0900,2024-05-27 16:00:59 +0900,2024-05-27 16:00:59 +0900,61
Apple Watch,2024-05-27 16:11:59 +0900,2024-05-27 16:08:22 +0900,2024-05-27 16:08:22 +0900,75
Apple Watch,2024-05-27 16:17:08 +0900,2024-05-27 16:12:56 +0900,2024-05-27 16:12:56 +0900,75
Apple Watch,2024-05-27 16:19:32 +0900,2024-05-27 16:14:11 +0900,2024-05-27 16:14:11 +0900,73
Apple Watch,2024-05-27 16:26:02 +0900,2024-05-27 16:21:32 +0900,2024-05-27 16:21:32 +0900,65
Apple Watch,2024-05-27 16:32:08 +0900,2024-05-27 16:32:06 +0900,2024-05-27 16:32:06 +0900,87
Apple Watch,2024-05-27 16:34:33 +0900,2024-05-27 16:23:37 +0900,2024-05-27 16:23:37 +0900,67
Apple Watch,2024-05-27 16:39:23 +0900,2024-05-27 16:38:57 +0900,2024-05-27 16:38:57 +0900,86
Apple Watch,2024-05-27 16:43:03 +0900,2024-05-27 16:35:30 +0900,2024-05-27 16:35:30 +0900,73
Apple Watch,2024-05-27 16:46:39 +0900,2024-05-27 16:43:01 +0900,2024-05-27 16:43:01 +0900,67
Apple Watch,2024-05-27 16:48:41 +0900,2024-05-27 16:47:00 +0900,2024-05-27 16:47:00 +0900,67
Apple Watch,2024-05-27 16:53:38 +0900,2024-05-27 16:49:59 +0900,2024-05-27 16:49:59 +0900,67
Apple Watch,2024-05-27 16:59:52 +0900,2024-05-27 16:57:40 +0900,2024-05-27 16:57:40 +0900,62
Apple Watch,2024-05-27 17:01:45 +0900,2024-05-27 17:01:43 +0900,2024-05-27 17:01:43 +0900,67
Apple Watch,2024-05-27 17:01:49 +0900,2024-05-27 17:01:48 +0900,2024-05-27 17:01:48 +0900,67
Apple Watch,2024-05-27 17:01:54 +0900,2024-05-27 17:01:53 +0900,2024-05-27 17:01:53 +0900,66
Apple Watch,2024-05-27 17:01:59 +0900,2024-05-27 17:01:58 +0900,2024-05-27 17:01:58 +0900,65
Apple Watch,2024-05-27 17:02:04 +0900,2024-05-27 17:02:00 +0900,2024-05-27 17:02:00 +0900,65
Apple Watch,2024-05-27 17:02:09 +0900,2024-05-27 17:02:08 +0900,2024-05-27 17:02:08 +0900,65
Apple Watch,2024-05-27 17:02:14 +0900,2024-05-27 17:02:11 +0900,2024-05-27 17:02:11 +0900,65
Apple Watch,2024-05-27 17:02:19 +0900,2024-05-27 17:02:16 +0900,2024-05-27 17:02:16 +0900,66
Apple Watch,2024-05-27 17:02:24 +0900,2024-05-27 17:02:22 +0900,2024-05-27 17:02:22 +0900,68
Apple Watch,2024-05-27 17:02:29 +0900,2024-05-27 17:02:25 +0900,2024-05-27 17:02:25 +0900,68
Apple Watch,2024-05-27 17:02:34 +0900,2024-05-27 17:02:33 +0900,2024-05-27 17:02:33 +0900,66
Apple Watch,2024-05-27 17:02:39 +0900,2024-05-27 17:02:37 +0900,2024-05-27 17:02:37 +0900,65
Apple Watch,2024-05-27 17:02:44 +0900,2024-05-27 17:02:42 +0900,2024-05-27 17:02:42 +0900,66
Apple Watch,2024-05-27 17:02:48 +0900,2024-05-27 17:02:45 +0900,2024-05-27 17:02:45 +0900,66
Apple Watch,2024-05-27 17:02:54 +0900,2024-05-27 17:02:53 +0900,2024-05-27 17:02:53 +0900,67
Apple Watch,2024-05-27 17:02:58 +0900,2024-05-27 17:02:56 +0900,2024-05-27 17:02:56 +0900,67
Apple Watch,2024-05-27 17:03:04 +0900,2024-05-27 17:02:59 +0900,2024-05-27 17:02:59 +0900,68
Apple Watch,2024-05-27 17:03:09 +0900,2024-05-27 17:03:04 +0900,2024-05-27 17:03:04 +0900,72
Apple Watch,2024-05-27 17:03:14 +0900,2024-05-27 17:03:13 +0900,2024-05-27 17:03:13 +0900,81
Apple Watch,2024-05-27 17:03:19 +0900,2024-05-27 17:03:18 +0900,2024-05-27 17:03:18 +0900,77
Apple Watch,2024-05-27 17:03:24 +0900,2024-05-27 17:03:22 +0900,2024-05-27 17:03:22 +0900,75
Apple Watch,2024-05-27 17:03:29 +0900,2024-05-27 17:03:28 +0900,2024-05-27 17:03:28 +0900,68
Apple Watch,2024-05-27 17:03:34 +0900,2024-05-27 17:03:32 +0900,2024-05-27 17:03:32 +0900,65
Apple Watch,2024-05-27 17:03:39 +0900,2024-05-27 17:03:38 +0900,2024-05-27 17:03:38 +0900,62
Apple Watch,2024-05-27 17:03:44 +0900,2024-05-27 17:03:42 +0900,2024-05-27 17:03:42 +0900,62
Apple Watch,2024-05-27 17:03:49 +0900,2024-05-27 17:03:47 +0900,2024-05-27 17:03:47 +0900,62
Apple Watch,2024-05-27 17:03:54 +0900,2024-05-27 17:03:51 +0900,2024-05-27 17:03:51 +0900,61
Apple Watch,2024-05-27 17:03:59 +0900,2024-05-27 17:03:55 +0900,2024-05-27 17:03:55 +0900,62
Apple Watch,2024-05-27 17:04:04 +0900,2024-05-27 17:04:00 +0900,2024-05-27 17:04:00 +0900,61
